2509801309,255
4537082914,17
4645263861,0
4974913023,0
5440065284,10710
5554591681,17
5756212140,0
5989501727,0
6051350394,0
6058486346,0
6170713516,0
6210690644,121380
6232114040,0
6234228702,476
6238968291,0
6238987821,765
6251695084,0
6251707278,0
6251711349,0
6251851196,0
6251933641,3494272
3717273889,0
5129801730,0
5395569090,1166
5633011295,27186
5966221727,17
6088049391,0
6127579890,0
6207117281,765
6233772796,0
6233997073,0
6250804554,93
6251466564,0
6251495546,0
6251855939,0
1883650996,0
2781977153,0
4344717799,1785
4894777363,0
5495696295,17
5990363731,0
6104080360,0
6120305198,476
6126637907,0
6127623791,0
6127639808,765
6144911843,0
6217662400,0
6235717637,0
6251663901,0
6251848848,0
6251860344,0
6251927880,0
6251965441,6167
2721624573,17
4898822050,0
5484770275,13438
5844816811,528998
6125239843,0
6127577830,0
6127580544,0
6127609563,0
6144560182,765
6192230159,0
6224859833,0
6239415937,121380
6251687214,0
686717012,136
1444478784,0
3436840924,17
3568768397,0
3860873158,0
4034911254,0
4923187980,357
4952205202,1377051
5390365937,0
5546501684,762866
5556362409,0
5755202201,0
6127575949,0
6127920612,17
6129259703,0
6133177339,0
6184180640,0
6186359248,0
6224368268,17
6230566191,0
6238183080,0
6238984501,0
6239959573,0
6251671550,0
6251693448,0
6251764251,0
6251890064,0
6251930534,0
331416465,43452
3971836226,0
4731858889,671
4986079692,9136
5038833306,0
5442613342,17
5492968665,0
5611790910,0
5623633078,0
5990807259,0
6000622471,189975
6114500435,17
6125407858,0
6217588580,0
6223149153,476
6240932816,0
6251767401,455
6251855493,5
6252017657,240
98680993,17
871805047,51
2052283888,0
2624991179,0
3244822959,17
3911641020,17
3995661466,0
4533731831,17
4974630151,2601
5352916642,17
5456984268,170
5842287697,0
6128087661,0
6167731347,0
6217588556,0
6225549754,0
6251439036,1384
6251527783,0
6251639994,0
6251752726,0
6251995740,0
3418319,17
105360316,0
609252516,0
2939507935,0
3717263309,0
3730489914,0
4093289082,0
4420033984,35360
4888098648,102
4974896886,0
5066677278,0
5202600424,476
5512715900,0
5631759026,0
5647205100,0
5749399247,0
5788363953,0
5850685169,93138
5948517920,20835
6182354160,51
6217588235,0
6218224541,0
6218504282,0
6231804098,0
6235088102,0
6251639646,0
6251668960,0
6251693130,0
6251675406,0
6251784550,0
6251849958,2835882
6251893907,90
6251912761,0
6251964879,0
494787089,765
3769732082,51
4966922838,17
4976658239,0
5278396347,255
5320746841,0
5410652118,0
5753380702,0
5988696749,189975
5989501690,0
6111538213,0
6127636049,170
6127648425,51
6130548516,17
6207106957,0
6207115053,338300
6231396865,0
6234727724,0
6245463804,0
6250422430,0
6251128092,0
6251693450,0
6251500277,0
6251776615,0
6251888234,0
6251942774,0
6251995324,0
3418368,51
437863935,51
1223480094,0
1287399870,0
2721800640,170
2759389886,0
4923187328,102
4984171047,0
5489759175,17
5495694550,0
5576900149,0
5618508626,17
5692505439,0
5718864796,170
5728757676,17
6127609589,0
6127648876,0
6230566112,0
6233966459,0
6238843128,352410
6251711324,0
6251921335,0
194963094,0
516580766,1785
3893359568,0
4248105819,102
4346898072,0
4416218504,0
4892209809,0
5144332785,0
5544436380,3230
5601033681,17
5990807756,0
6124897784,0
6127578874,0
6127638780,0
6127640668,765
6217588237,0
6251438834,1684
6251696074,0
6251697807,0
6251705863,0
6251747270,0
6251748096,0
6252015036,0
3717263356,0
3769734550,51
4881720324,51
5310188445,0
5563820772,17
5921718770,0
6040315475,0
6128355552,0
6232112359,1098540
6250804439,48
6251637895,4900
6251500274,0
6251749496,0
6251769979,0
6251500601,0
6251812952,30980534
6251835503,0
6251501194,0
6251938667,476522
6251959510,765
6251983613,0
6252019119,53
2221332388,17
3461671900,0
3520037794,0
4322427400,7395
4678512526,0
4857082814,2120750
5285191138,102
5286250999,170
5325379796,0
5352916686,17
5495695669,34
5840251953,0
6127575418,0
6127640010,765
6127641539,0
6134028572,51
6218503053,169
6230536443,0
6231387004,4692
6231389553,51
6232583798,0
6235308177,3230
6251703557,10890
6251707408,0
6251749223,0
6251500935,0
6251943030,0
6251994841,0
3466058276,0
3816556374,2312
4072975493,51
4771700777,3570
4852406981,170
4861489847,338300
5028636533,0
5032874777,0
5497215585,102
5507373411,0
5512061043,3230
5722760154,0
5822896270,74870
6024393894,17
6111532801,0
6139223746,17
6183894397,0
6217823411,13260
6220076759,17
6226158975,0
6231803890,0
